File_Path,Label,Augmented
train/top_0260_augmented_0.jpeg,top,1
train/top_0063_augmented_0.jpeg,top,1
train/top_0465_augmented_0.jpeg,top,1
train/top_0116_augmented_2.jpeg,top,1
train/top_0128_augmented_2.jpeg,top,1
train/top_0483_augmented_0.jpeg,top,1
train/top_0315_augmented_2.jpeg,top,1
train/top_0510_augmented_2.jpeg,top,1
train/top_0218.jpeg,top,0
train/top_0286_augmented_0.jpeg,top,1
train/top_0085_augmented_0.jpeg,top,1
train/top_0417_augmented_2.jpeg,top,1
train/top_0381_augmented_0.jpeg,top,1
train/top_0182_augmented_0.jpeg,top,1
train/top_0429_augmented_2.jpeg,top,1
train/top_0011_augmented_2.jpeg,top,1
train/top_0131.jpeg,top,0
train/top_0212_augmented_2.jpeg,top,1
train/top_0424.jpeg,top,0
train/top_0074.jpeg,top,0
train/top_0367_augmented_0.jpeg,top,1
train/top_0359_augmented_0.jpeg,top,1
train/top_0164_augmented_0.jpeg,top,1
train/top_0201_augmented_1.jpeg,top,1
train/top_0002_augmented_1.jpeg,top,1
train/top_0191_augmented_3.jpeg,top,1
train/top_0392_augmented_3.jpeg,top,1
train/top_0404_augmented_1.jpeg,top,1
train/top_0177_augmented_3.jpeg,top,1
train/top_0149_augmented_3.jpeg,top,1
train/top_0374_augmented_3.jpeg,top,1
train/top_0476_augmented_3.jpeg,top,1
train/top_0166.jpeg,top,0
train/top_0536.jpeg,top,0
train/top_0448_augmented_3.jpeg,top,1
train/top_0070_augmented_3.jpeg,top,1
train/top_0273_augmented_3.jpeg,top,1
train/top_0096_augmented_3.jpeg,top,1
train/top_0295_augmented_3.jpeg,top,1
train/top_0503_augmented_1.jpeg,top,1
train/top_0023.jpeg,top,0
train/top_0306_augmented_1.jpeg,top,1
train/top_0490_augmented_3.jpeg,top,1
train/top_0338_augmented_1.jpeg,top,1
train/top_0473.jpeg,top,0
train/top_0105_augmented_1.jpeg,top,1
train/top_0189.jpeg,top,0
train/top_0067_augmented_1.jpeg,top,1
train/top_0059_augmented_1.jpeg,top,1
train/top_0264_augmented_1.jpeg,top,1
train/top_0461_augmented_1.jpeg,top,1
train/top_0311_augmented_3.jpeg,top,1
train/top_0487_augmented_1.jpeg,top,1
train/top_0112_augmented_3.jpeg,top,1
train/top_0259.jpeg,top,0
train/top_0081_augmented_1.jpeg,top,1
train/top_0282_augmented_1.jpeg,top,1
train/top_0514_augmented_3.jpeg,top,1
train/top_0186_augmented_1.jpeg,top,1
train/top_0385_augmented_1.jpeg,top,1
train/top_0413_augmented_3.jpeg,top,1
train/top_0520.jpeg,top,0
train/top_0216_augmented_3.jpeg,top,1
train/top_0170.jpeg,top,0
train/top_0228_augmented_3.jpeg,top,1
train/top_0015_augmented_3.jpeg,top,1
train/top_0465.jpeg,top,0
train/top_0035.jpeg,top,0
train/top_0160_augmented_1.jpeg,top,1
train/top_0363_augmented_1.jpeg,top,1
train/top_0006_augmented_0.jpeg,top,1
train/top_0038_augmented_0.jpeg,top,1
train/top_0205_augmented_0.jpeg,top,1
train/top_0400_augmented_0.jpeg,top,1
train/top_0396_augmented_2.jpeg,top,1
train/top_0195_augmented_2.jpeg,top,1
train/top_0370_augmented_2.jpeg,top,1
train/top_0173_augmented_2.jpeg,top,1
train/top_0127.jpeg,top,0
train/top_0472_augmented_2.jpeg,top,1
train/top_0277_augmented_2.jpeg,top,1
train/top_0249_augmented_2.jpeg,top,1
train/top_0074_augmented_2.jpeg,top,1
train/top_0507_augmented_0.jpeg,top,1
train/top_0291_augmented_2.jpeg,top,1
train/top_0092_augmented_2.jpeg,top,1
train/top_0539_augmented_0.jpeg,top,1
train/top_0062.jpeg,top,0
train/top_0101_augmented_0.jpeg,top,1
train/top_0432.jpeg,top,0
train/top_0494_augmented_2.jpeg,top,1
train/top_0302_augmented_0.jpeg,top,1
train/top_0453_augmented_2.jpeg,top,1
train/top_0275.jpeg,top,0
train/top_0055_augmented_2.jpeg,top,1
train/top_0268_augmented_2.jpeg,top,1
train/top_0256_augmented_2.jpeg,top,1
train/top_0518_augmented_0.jpeg,top,1
train/top_0526_augmented_0.jpeg,top,1
train/top_0323_augmented_0.jpeg,top,1
train/top_0330.jpeg,top,0
train/top_0120_augmented_0.jpeg,top,1
train/top_0224_augmented_0.jpeg,top,1
train/top_0019_augmented_0.jpeg,top,1
train/top_0027_augmented_0.jpeg,top,1
train/top_0019.jpeg,top,0
train/top_0389_augmented_2.jpeg,top,1
train/top_0449.jpeg,top,0
train/top_0421_augmented_0.jpeg,top,1
train/top_0152_augmented_2.jpeg,top,1
train/top_0351_augmented_2.jpeg,top,1
train/top_0199_augmented_1.jpeg,top,1
train/top_0432_augmented_3.jpeg,top,1
train/top_0222.jpeg,top,0
train/top_0034_augmented_3.jpeg,top,1
train/top_0209_augmented_3.jpeg,top,1
train/top_0237_augmented_3.jpeg,top,1
train/top_0388.jpeg,top,0
train/top_0367.jpeg,top,0
train/top_0342_augmented_1.jpeg,top,1
train/top_0141_augmented_1.jpeg,top,1
train/top_0245_augmented_1.jpeg,top,1
train/top_0078_augmented_1.jpeg,top,1
train/top_0046_augmented_1.jpeg,top,1
train/top_0440_augmented_1.jpeg,top,1
train/top_0133_augmented_3.jpeg,top,1
train/top_0498_augmented_1.jpeg,top,1
train/top_0330_augmented_3.jpeg,top,1
train/top_0535_augmented_3.jpeg,top,1
train/top_0469_augmented_3.jpeg,top,1
train/top_0457_augmented_3.jpeg,top,1
train/top_0234.jpeg,top,0
train/top_0252_augmented_3.jpeg,top,1
train/top_0051_augmented_3.jpeg,top,1
train/top_0089_augmented_3.jpeg,top,1
train/top_0522_augmented_1.jpeg,top,1
train/top_0124_augmented_1.jpeg,top,1
train/top_0319_augmented_1.jpeg,top,1
train/top_0327_augmented_1.jpeg,top,1
train/top_0371.jpeg,top,0
train/top_0023_augmented_1.jpeg,top,1
train/top_0220_augmented_1.jpeg,top,1
train/top_0058.jpeg,top,0
train/top_0425_augmented_1.jpeg,top,1
train/top_0408.jpeg,top,0
train/top_0355_augmented_3.jpeg,top,1
train/top_0168_augmented_3.jpeg,top,1
train/top_0156_augmented_3.jpeg,top,1
train/top_0408_augmented_2.jpeg,top,1
train/top_0436_augmented_2.jpeg,top,1
train/top_0233_augmented_2.jpeg,top,1
train/top_0263.jpeg,top,0
train/top_0030_augmented_2.jpeg,top,1
train/top_0543_augmented_0.jpeg,top,1
train/top_0326.jpeg,top,0
train/top_0145_augmented_0.jpeg,top,1
train/top_0378_augmented_0.jpeg,top,1
train/top_0346_augmented_0.jpeg,top,1
train/top_0042_augmented_0.jpeg,top,1
train/top_0241_augmented_0.jpeg,top,1
train/top_0444_augmented_0.jpeg,top,1
train/top_0334_augmented_2.jpeg,top,1
train/top_0109_augmented_2.jpeg,top,1
train/top_0137_augmented_2.jpeg,top,1
train/top_0299_augmented_0.jpeg,top,1
train/top_0531_augmented_2.jpeg,top,1
train/top_0521_augmented_3.jpeg,top,1
train/top_0097.jpeg,top,0
train/top_0289_augmented_1.jpeg,top,1
train/top_0127_augmented_3.jpeg,top,1
train/top_0119_augmented_3.jpeg,top,1
train/top_0324_augmented_3.jpeg,top,1
train/top_0454_augmented_1.jpeg,top,1
train/top_0078.jpeg,top,0
train/top_0251_augmented_1.jpeg,top,1
train/top_0428.jpeg,top,0
train/top_0052_augmented_1.jpeg,top,1
train/top_0356_augmented_1.jpeg,top,1
train/top_0368_augmented_1.jpeg,top,1
train/top_0155_augmented_1.jpeg,top,1
train/top_0351.jpeg,top,0
train/top_0020_augmented_3.jpeg,top,1
train/top_0223_augmented_3.jpeg,top,1
train/top_0214.jpeg,top,0
train/top_0426_augmented_3.jpeg,top,1
train/top_0418_augmented_3.jpeg,top,1
train/top_0540_augmented_2.jpeg,top,1
train/top_0146_augmented_2.jpeg,top,1
train/top_0178_augmented_2.jpeg,top,1
train/top_0490.jpeg,top,0
train/top_0345_augmented_2.jpeg,top,1
train/top_0185.jpeg,top,0
train/top_0435_augmented_0.jpeg,top,1
train/top_0230_augmented_0.jpeg,top,1
train/top_0033_augmented_0.jpeg,top,1
train/top_0337_augmented_0.jpeg,top,1
train/top_0306.jpeg,top,0
train/top_0309_augmented_0.jpeg,top,1
train/top_0134_augmented_0.jpeg,top,1
train/top_0532_augmented_0.jpeg,top,1
train/top_0099_augmented_2.jpeg,top,1
train/top_0041_augmented_2.jpeg,top,1
train/top_0242_augmented_2.jpeg,top,1
train/top_0447_augmented_2.jpeg,top,1
train/top_0243.jpeg,top,0
train/top_0479_augmented_2.jpeg,top,1
train/top_0486.jpeg,top,0
train/top_0525_augmented_2.jpeg,top,1
train/top_0320_augmented_2.jpeg,top,1
train/top_0488_augmented_0.jpeg,top,1
train/top_0123_augmented_2.jpeg,top,1
train/top_0450_augmented_0.jpeg,top,1
train/top_0039.jpeg,top,0
train/top_0056_augmented_0.jpeg,top,1
train/top_0068_augmented_0.jpeg,top,1
train/top_0469.jpeg,top,0
train/top_0193.jpeg,top,0
train/top_0255_augmented_0.jpeg,top,1
train/top_0151_augmented_0.jpeg,top,1
train/top_0352_augmented_0.jpeg,top,1
train/top_0310.jpeg,top,0
train/top_0227_augmented_2.jpeg,top,1
train/top_0219_augmented_2.jpeg,top,1
train/top_0024_augmented_2.jpeg,top,1
train/top_0255.jpeg,top,0
train/top_0422_augmented_2.jpeg,top,1
train/top_0189_augmented_0.jpeg,top,1
train/top_0081.jpeg,top,0
train/top_0341_augmented_3.jpeg,top,1
train/top_0142_augmented_3.jpeg,top,1
train/top_0431_augmented_1.jpeg,top,1
train/top_0399_augmented_3.jpeg,top,1
train/top_0037_augmented_1.jpeg,top,1
train/top_0009_augmented_1.jpeg,top,1
train/top_0234_augmented_1.jpeg,top,1
train/top_0347.jpeg,top,0
train/top_0130_augmented_1.jpeg,top,1
train/top_0333_augmented_1.jpeg,top,1
train/top_0536_augmented_1.jpeg,top,1
train/top_0508_augmented_1.jpeg,top,1
train/top_0246_augmented_3.jpeg,top,1
train/top_0278_augmented_3.jpeg,top,1
train/top_0045_augmented_3.jpeg,top,1
train/top_0202.jpeg,top,0
train/top_0443_augmented_3.jpeg,top,1
train/top_0312_augmented_1.jpeg,top,1
train/top_0484_augmented_3.jpeg,top,1
train/top_0445.jpeg,top,0
train/top_0111_augmented_1.jpeg,top,1
train/top_0015.jpeg,top,0
train/top_0529_augmented_1.jpeg,top,1
train/top_0082_augmented_3.jpeg,top,1
train/top_0281_augmented_3.jpeg,top,1
train/top_0517_augmented_1.jpeg,top,1
train/top_0064_augmented_3.jpeg,top,1
train/top_0259_augmented_3.jpeg,top,1
train/top_0267_augmented_3.jpeg,top,1
train/top_0500.jpeg,top,0
train/top_0462_augmented_3.jpeg,top,1
train/top_0150.jpeg,top,0
train/top_0279.jpeg,top,0
train/top_0163_augmented_3.jpeg,top,1
train/top_0360_augmented_3.jpeg,top,1
train/top_0185_augmented_3.jpeg,top,1
train/top_0296.jpeg,top,0
train/top_0386_augmented_3.jpeg,top,1
train/top_0410_augmented_1.jpeg,top,1
train/top_0215_augmented_1.jpeg,top,1
train/top_0028_augmented_1.jpeg,top,1
train/top_0016_augmented_1.jpeg,top,1
train/top_0373_augmented_0.jpeg,top,1
train/top_0170_augmented_0.jpeg,top,1
train/top_0042.jpeg,top,0
train/top_0412.jpeg,top,0
train/top_0005_augmented_2.jpeg,top,1
train/top_0107.jpeg,top,0
train/top_0238_augmented_2.jpeg,top,1
train/top_0206_augmented_2.jpeg,top,1
train/top_0403_augmented_2.jpeg,top,1
train/top_0395_augmented_0.jpeg,top,1
train/top_0196_augmented_0.jpeg,top,1
train/top_0384.jpeg,top,0
train/top_0504_augmented_2.jpeg,top,1
train/top_0292_augmented_0.jpeg,top,1
train/top_0091_augmented_0.jpeg,top,1
train/top_0102_augmented_2.jpeg,top,1
train/top_0497_augmented_0.jpeg,top,1
train/top_0301_augmented_2.jpeg,top,1
train/top_0471_augmented_0.jpeg,top,1
train/top_0274_augmented_0.jpeg,top,1
train/top_0049_augmented_0.jpeg,top,1
train/top_0077_augmented_0.jpeg,top,1
train/top_0115_augmented_0.jpeg,top,1
train/top_0328_augmented_0.jpeg,top,1
train/top_0404.jpeg,top,0
train/top_0480_augmented_2.jpeg,top,1
train/top_0316_augmented_0.jpeg,top,1
train/top_0054.jpeg,top,0
train/top_0513_augmented_0.jpeg,top,1
train/top_0285_augmented_2.jpeg,top,1
train/top_0086_augmented_2.jpeg,top,1
train/top_0263_augmented_2.jpeg,top,1
train/top_0060_augmented_2.jpeg,top,1
train/top_0541.jpeg,top,0
train/top_0458_augmented_2.jpeg,top,1
train/top_0111.jpeg,top,0
train/top_0466_augmented_2.jpeg,top,1
train/top_0364_augmented_2.jpeg,top,1
train/top_0238.jpeg,top,0
train/top_0159_augmented_2.jpeg,top,1
train/top_0167_augmented_2.jpeg,top,1
train/top_0392.jpeg,top,0
train/top_0414_augmented_0.jpeg,top,1
train/top_0382_augmented_2.jpeg,top,1
train/top_0181_augmented_2.jpeg,top,1
train/top_0012_augmented_0.jpeg,top,1
train/top_0211_augmented_0.jpeg,top,1
train/top_0174_augmented_1.jpeg,top,1
train/top_0349_augmented_1.jpeg,top,1
train/top_0377_augmented_1.jpeg,top,1
train/top_0003.jpeg,top,0
train/top_0453.jpeg,top,0
train/top_0202_augmented_3.jpeg,top,1
train/top_0146.jpeg,top,0
train/top_0001_augmented_3.jpeg,top,1
train/top_0516.jpeg,top,0
train/top_0439_augmented_3.jpeg,top,1
train/top_0192_augmented_1.jpeg,top,1
train/top_0391_augmented_1.jpeg,top,1
train/top_0407_augmented_3.jpeg,top,1
train/top_0095_augmented_1.jpeg,top,1
train/top_0296_augmented_1.jpeg,top,1
train/top_0500_augmented_3.jpeg,top,1
train/top_0305_augmented_3.jpeg,top,1
train/top_0493_augmented_1.jpeg,top,1
train/top_0138_augmented_3.jpeg,top,1
train/top_0106_augmented_3.jpeg,top,1
